GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
317,110,3,4.13,4.14,8.42,1,0.71
306,103,2,3.11,2.34,8.52,0,0.64
301,98,1,2.01,1.71,7.37,0,0.49
306,99,1,3.08,3.64,7.89,0,0.6
316,109,2,3.08,3.93,8.96,1,0.79
313,108,3,3.16,3.71,8.2,0,0.66
303,102,3,3.55,4.74,8.17,0,0.65
306,105,2,3.3,2.26,8.55,0,0.65
308,101,3,2.98,2.57,8.4,0,0.63
312,106,3,3.12,2.53,8.39,0,0.65
308,108,2,3.22,3.6,8.69,1,0.71
301,103,3,3.71,4.54,8.29,0,0.68
311,100,3,2.41,3.09,8.1,0,0.64
302,101,2,1.93,2.27,8.35,0,0.63
311,104,4,2.04,2.19,7.99,0,0.62
315,110,3,3.44,2.86,8.27,1,0.69
297,103,2,1.7,1.9,8.03,0,0.59
318,105,2,4.27,4.38,8.22,0,0.67
316,108,3,3.3,3.2,8.88,1,0.74
317,105,3,3.25,3.31,8.33,0,0.67
322,108,3,4.54,3.39,8.69,1,0.73
318,107,3,3.73,3.8,8.38,1,0.69
342,112,3,4.08,5.13,9.36,1,0.89
326,114,5,4.2,4.63,8.81,1,0.81
310,103,2,3.02,3.74,8.17,0,0.64
306,106,3,3.47,3.88,8.41,0,0.67
332,114,4,4.12,4.66,9.28,1,0.89
303,100,2,2.6,1.97,7.89,0,0.57
314,109,3,3.56,2.91,8.49,0,0.68
312,109,3,3.06,2.71,8.27,0,0.68
324,110,3,2.36,4.09,8.99,1,0.82
314,102,3,3.78,2.93,8.4,0,0.65
333,112,4,4.41,3.97,9.12,1,0.83
305,105,3,3.2,2.52,8.08,0,0.63
326,108,4,3.47,3.44,8.58,1,0.76
314,110,4,3.15,2.58,8.3,1,0.69
315,104,3,3.78,3.03,7.88,0,0.63
321,107,2,2.71,2.57,8.77,1,0.71
318,107,4,4.04,4.57,8.85,1,0.77
314,102,2,2.55,2.33,8.11,0,0.63
324,111,4,4.23,3.82,8.99,1,0.82
316,99,3,2.85,3.68,8.27,0,0.68
320,110,3,2.82,2.59,8.48,1,0.69
316,107,3,3.52,3.85,8.49,1,0.73
315,108,4,3.76,4.22,8.94,1,0.77
323,108,3,3.81,4.68,8.55,1,0.77
330,109,3,4.36,5.08,8.9,1,0.83
316,109,4,4.05,4.15,9.33,1,0.84
303,100,1,1.44,2.55,7.5,0,0.51
324,111,3,4.54,3.75,9.26,1,0.81
316,110,4,4.27,4.2,8.76,1,0.78
316,108,3,2.45,3.04,7.95,0,0.65
310,106,4,3.36,2.53,8.02,0,0.64
304,104,2,3.63,2.76,8.07,0,0.59
321,117,3,4.34,3.97,8.77,1,0.77
315,105,3,3.69,2.89,9.03,1,0.74
330,108,3,3.74,4.29,8.88,1,0.81
319,106,3,2.12,2.97,8.31,1,0.69
309,107,3,1.82,3.07,8.31,0,0.66
317,107,3,2.35,3.3,8.58,1,0.71
303,105,3,3.12,2.65,8.66,0,0.67
323,105,3,2.99,3.01,8.55,1,0.72
299,101,2,2.71,3.19,7.91,0,0.59
324,110,4,4.78,4.11,9.25,1,0.82
313,106,4,4.39,4.32,9.08,1,0.8
308,102,3,3.08,2.66,8.41,0,0.66
315,109,4,4.69,3.92,8.69,1,0.76
306,103,3,4.03,3.57,8.45,0,0.66
306,97,0,1.35,1.3,8.1,0,0.57
316,103,1,1.57,3.68,8.38,1,0.69
318,112,4,3.98,4.06,9.2,1,0.81
320,113,3,3.81,2.62,8.51,1,0.73
298,102,2,2.73,1.63,8.2,0,0.57
345,122,6,5.91,5.23,10.45,1,1.07
326,109,4,3.48,2.87,8.63,1,0.75
296,98,1,1.98,2.67,7.25,0,0.49
324,115,6,5.28,5.13,9.16,1,0.88
334,110,3,5.33,4.43,9.37,1,0.86
310,106,3,2.98,2.88,9.01,1,0.73
306,104,2,3.52,2.99,8.22,0,0.62
346,120,5,5.44,5.13,10.04,1,1.01
301,97,1,0.88,2.54,7.41,0,0.49
323,120,6,5.55,5.46,9.6,1,0.93
314,107,3,3.47,4.14,8.6,1,0.74
321,114,5,4.01,4.15,9.36,1,0.85
329,116,5,5.0,4.48,9.87,1,0.96
317,110,3,3.88,3.0,8.6,1,0.71
339,120,6,3.93,4.55,9.38,1,0.94
314,100,2,1.71,2.5,8.4,0,0.66
295,98,1,1.59,2.27,7.31,0,0.46
332,113,4,4.18,3.65,9.14,1,0.85
317,109,4,3.19,2.87,8.84,1,0.74
327,115,4,3.54,3.3,9.27,1,0.86
333,114,5,4.28,3.65,9.57,1,0.91
324,110,4,3.04,2.8,8.73,1,0.76
330,113,4,4.56,3.74,9.08,1,0.82
302,100,1,2.42,2.72,7.84,0,0.55
310,105,1,3.32,1.86,8.44,0,0.65
301,104,3,3.09,2.22,8.05,0,0.58
315,106,3,4.85,5.27,9.17,1,0.81
308,98,3,3.86,3.39,8.07,0,0.63
320,111,4,2.22,2.39,8.54,1,0.71
314,110,4,3.78,3.82,8.6,1,0.75
309,106,2,3.19,3.77,8.09,0,0.63
303,101,2,2.66,3.18,7.88,0,0.57
326,108,3,2.65,3.59,8.32,1,0.73
324,104,3,2.23,3.13,8.05,0,0.64
295,97,1,1.38,1.61,7.18,0,0.43
296,95,2,3.73,3.7,8.07,0,0.6
291,94,1,3.19,3.05,7.6,0,0.49
292,98,3,3.69,3.99,8.16,0,0.62
309,101,2,2.73,3.74,7.85,0,0.62
302,96,2,3.11,4.13,7.95,0,0.61
306,100,4,3.54,4.36,8.4,1,0.7
304,101,1,2.55,2.38,7.64,0,0.55
330,115,5,4.79,3.78,9.27,1,0.87
329,106,3,3.19,3.46,8.92,1,0.79
313,107,3,2.39,3.02,8.36,1,0.69
316,109,3,3.34,2.15,8.86,1,0.74
330,118,5,4.91,4.19,9.37,1,0.9
303,106,2,2.85,2.29,8.02,0,0.58
